Students	10000
3907	68 13 41 63
3908	30 49 87 15
3909	59 50 84 36
3910	18 45 17 13
3911	19 76 72 51
3912	62 85 54 84
3913	34 52 47 71
3914	56 76 75 63
3915	44 25 3 68
3916	51 72 37 7
3917	80 58 55 25
3918	34 80 74 14
3919	2 34 47 57
3920	7 25 28 78
3921	74 88 73 9
3922	9 46 23 70
3923	67 17 71 34
3924	45 70 51 80
3925	69 4 24 85
3926	15 89 25 39
3927	11 10 17 48
3928	57 28 3 19
3929	30 56 38 14
3930	47 34 62 53
3931	78 43 77 20
3932	38 57 34 53
3933	9 22 68 47
3934	51 61 5 11
3935	87 16 90 7
3936	90 2 69 31
3937	53 14 8 26
3938	33 74 12 90
3939	54 56 90 1
3940	77 11 64 76
3941	80 88 13 39
3942	53 1 2 67
3943	58 11 25 33
3944	50 42 80 60
3945	12 21 9 57
3946	21 14 50 84
3947	71 63 66 87
3948	52 22 14 66
3949	23 29 64 84
3950	47 60 44 54
3951	82 27 25 88
3952	68 15 36 26
3953	18 14 49 65
3954	87 29 45 58
3955	61 13 14 53
3956	89 90 43 4
3957	7 88 78 70
3958	18 74 36 12
3959	53 55 58 76
3960	83 32 78 69
3961	24 16 48 7
3962	53 65 58 78
3963	42 57 52 56
3964	88 86 22 66
3965	8 1 27 79
3966	9 89 32 79
3967	11 18 13 27
3968	48 70 46 63
3969	4 70 77 50
3970	77 52 87 32
3971	11 66 16 88
3972	50 27 18 16
3973	63 83 5 44
3974	67 13 60 70
3975	10 85 84 49
3976	55 83 41 18
3977	78 24 84 82
3978	11 58 35 52
3979	18 85 28 35
3980	70 72 45 39
3981	82 75 8 26
3982	43 24 69 33
3983	52 27 40 71
3984	12 54 83 74
3985	5 58 63 70
3986	29 3 85 51
3987	16 25 85 83
3988	13 62 85 54
3989	66 37 86 85
3990	58 74 2 42
3991	25 42 5 46
3992	74 70 80 78
3993	88 16 19 38
3994	50 8 12 34
3995	4 25 62 36
3996	6 86 7 9
3997	89 6 76 29
3998	88 90 16 55
3999	59 88 60 30
4000	84 80 74 78
4001	76 59 12 86
4002	10 64 38 44
4003	42 28 50 35
4004	16 43 63 45
4005	85 6 62 38
4006	58 67 52 73
4007	65 45 18 23
4008	31 27 25 54
4009	50 45 51 60
4010	66 65 71 3
4011	81 47 76 53
4012	56 51 58 41
4013	88 52 42 37
4014	39 59 68 34
4015	86 58 68 70
4016	11 31 89 7
4017	56 4 76 6
4018	49 84 40 3
4019	56 52 84 21
4020	84 6 26 5
4021	74 59 42 40
4022	77 82 71 87
4023	84 1 54 72
4024	89 16 24 35
4025	25 32 67 61
4026	24 28 58 41
4027	86 16 21 4
4028	17 18 70 50
4029	21 84 18 64
4030	57 86 62 29
4031	38 26 85 42
4032	39 8 57 37
4033	11 23 56 48
4034	50 45 85 47
4035	77 39 22 1
4036	80 51 36 1
4037	63 59 24 26
4038	55 84 32 43
4039	28 53 33 29
4040	45 7 77 9
4041	69 79 7 56
4042	13 66 63 72
4043	74 18 55 10
4044	58 51 33 27
4045	61 12 19 13
4046	2 38 74 44
4047	2 64 56 63
4048	32 49 64 78
4049	56 52 43 28
4050	11 67 28 65
4051	22 55 49 87
4052	22 52 35 75
4053	56 68 49 54
4054	87 6 71 43
4055	34 29 65 26
4056	44 89 67 19
4057	89 7 69 21
4058	14 54 25 44
4059	25 45 6 37
4060	74 35 53 51
4061	75 39 57 79
4062	17 53 47 21
4063	42 49 37 14
4064	12 46 8 31
4065	65 28 52 5
4066	4 50 86 18
4067	22 33 20 48
4068	12 25 2 46
4069	62 25 36 19
4070	47 15 77 37
4071	68 61 59 51
4072	38 18 68 40
4073	10 48 57 52
4074	14 45 77 88
4075	36 37 76 77
4076	57 37 60 19
4077	23 76 57 45
4078	31 50 72 24
4079	60 3 69 83
4080	59 6 53 64
4081	39 23 9 55
4082	87 41 68 73
4083	43 76 23 60
4084	6 78 57 18
4085	89 24 42 8
4086	47 53 35 16
4087	25 41 75 36
4088	23 76 57 8
4089	72 32 22 13
4090	56 60 33 34
4091	64 15 49 83
4092	78 69 35 71
4093	7 34 89 43
4094	44 20 46 57
4095	81 83 68 78
4096	25 27 75 62
4097	8 3 34 51
4098	71 81 58 52
4099	72 12 29 71
4100	40 58 11 82
4101	43 21 63 50
4102	12 36 15 69
4103	46 71 14 39
4104	72 59 61 19
4105	6 88 10 58
4106	3 39 87 54
4107	77 79 70 27
4108	77 90 50 74
4109	25 66 33 56
4110	63 80 64 26
4111	60 89 59 30
4112	43 71 86 1
4113	39 17 6 80
4114	61 12 75 4
4115	24 38 23 40
4116	25 29 49 58
4117	20 40 79 68
4118	79 49 54 45
4119	83 39 61 36
4120	58 2 49 81
4121	19 86 26 36
4122	72 7 88 43
4123	80 4 67 72
4124	28 24 29 40
4125	68 78 47 65
4126	44 16 87 30
4127	62 73 85 67
4128	31 8 55 90
4129	35 60 44 58
4130	65 84 25 86
4131	62 84 64 43
4132	78 69 20 17
4133	19 69 10 25
4134	4 57 20 8
4135	67 45 54 70
4136	67 8 49 62
4137	25 79 64 53
4138	37 18 34 74
4139	1 2 65 84
4140	62 15 47 26
4141	41 55 60 74
4142	90 75 8 4
4143	39 7 42 64
4144	30 86 82 6
4145	40 74 13 18
4146	30 26 22 73
4147	14 87 75 11
4148	66 83 37 78
4149	17 3 68 11
4150	66 36 20 52
4151	46 32 14 25
4152	50 55 71 85
4153	16 59 37 9
4154	20 19 5 42
4155	34 57 88 40
4156	34 51 40 88
4157	82 40 39 83
4158	53 42 6 40
4159	74 41 48 66
4160	90 73 63 80
4161	41 73 29 85
4162	22 63 62 61
4163	15 60 36 42
4164	69 44 1 14
4165	37 65 85 31
4166	48 65 8 54
4167	68 13 46 40
4168	83 46 31 17
4169	44 5 80 38
4170	56 5 9 85
4171	29 20 43 3
4172	60 35 25 65
4173	6 39 68 65
4174	67 12 45 38
4175	50 74 13 61
4176	18 17 87 82
4177	63 67 84 36
4178	58 26 35 30
4179	46 26 80 27
4180	37 13 3 64
4181	25 43 73 55
4182	40 52 16 28
4183	7 4 77 35
4184	8 14 55 4
4185	72 26 89 49
4186	57 34 2 18
4187	68 90 9 7
4188	6 88 2 61
4189	55 50 14 74
4190	73 82 83 59
4191	36 21 90 62
4192	36 79 70 72
4193	37 69 74 43
4194	30 52 58 90
4195	80 21 71 56
4196	43 11 78 57
4197	42 21 1 3
4198	10 38 7 46
4199	54 1 75 26
4200	87 38 39 55
4201	73 21 42 90
4202	16 19 2 88
4203	25 60 1 75
4204	63 25 52 7
4205	43 60 27 89
4206	68 7 22 40
4207	79 22 44 54
4208	80 55 28 70
4209	84 71 29 41
4210	28 25 6 90
4211	50 47 52 6
4212	7 48 38 40
4213	87 65 17 2
4214	68 7 70 40
4215	38 16 85 14
4216	43 12 87 3
4217	17 48 29 61
4218	25 1 78 61
4219	10 89 74 17
4220	27 14 68 21
4221	63 42 67 75
4222	26 62 70 90
4223	77 70 78 44
4224	8 2 38 17
4225	89 88 81 62
4226	82 55 83 65
4227	56 69 89 60
4228	28 72 57 48
4229	44 55 30 89
4230	13 56 76 64
4231	63 62 80 52
4232	47 60 57 73
4233	88 86 57 3
4234	24 61 10 38
4235	59 15 69 90
4236	20 63 15 52
4237	23 9 13 68
4238	63 39 13 44
4239	70 90 40 69
4240	82 63 29 60
4241	30 67 66 24
4242	56 83 18 48
4243	79 48 90 76
4244	65 19 85 22
4245	81 76 56 68
4246	38 48 25 66
4247	67 44 61 84
4248	75 4 9 23
4249	57 61 87 41
4250	17 69 71 56
4251	44 69 14 82
4252	1 90 86 58
4253	46 64 33 22
4254	4 1 35 11
4255	27 56 23 21
4256	26 16 88 12
4257	55 79 50 70
4258	78 7 15 52
4259	75 15 45 82
4260	74 33 39 59
4261	37 10 34 51
4262	16 83 60 46
4263	58 81 33 70
4264	49 28 35 53
4265	69 32 71 45
4266	48 72 84 34
4267	34 43 64 31
4268	20 86 90 44
4269	24 26 77 32
4270	87 83 39 27
4271	72 41 52 1
4272	9 14 39 5
4273	48 43 24 76
4274	34 31 64 16
4275	70 86 25 66
4276	73 26 78 16
4277	39 87 28 5
4278	55 27 8 59
4279	35 87 39 38
4280	88 5 54 6
4281	84 2 88 86
4282	51 29 14 55
4283	72 4 86 36
4284	76 9 11 67
4285	39 59 15 71
4286	64 30 61 20
4287	22 84 55 13
4288	3 75 67 10
4289	46 15 55 80
4290	90 23 29 42
4291	60 51 27 56
4292	24 87 35 47
4293	71 50 51 35
4294	60 7 69 37
4295	88 29 87 4
4296	41 33 31 23
4297	17 9 48 90
4298	34 15 89 18
4299	75 57 11 85
4300	80 90 2 76
4301	36 24 84 22
4302	22 9 73 59
4303	35 13 82 20
4304	43 76 47 54
4305	26 6 81 1
4306	14 48 90 6
4307	46 44 90 40
4308	66 61 60 35
4309	63 48 10 4
4310	66 84 10 22
4311	79 54 13 5
4312	48 63 85 81
4313	9 8 76 36
4314	90 7 79 8
4315	58 71 29 50
4316	43 80 83 28
4317	65 79 18 26
4318	39 1 79 37
4319	59 23 46 75
4320	84 50 25 8
4321	69 32 27 51
4322	27 50 3 72
4323	1 75 29 48
4324	37 59 43 17
4325	10 19 37 31
4326	26 74 66 50
4327	5 61 64 73
4328	34 58 36 76
4329	69 24 79 49
4330	60 33 58 2
4331	31 50 69 66
4332	14 75 56 67
4333	29 21 79 18
4334	60 71 26 42
4335	45 80 73 20
4336	12 2 84 72
4337	7 52 80 16
4338	40 87 45 31
4339	76 81 2 88
4340	19 51 69 6
4341	67 24 79 46
4342	65 72 71 22
4343	41 79 40 78
4344	15 29 4 59
4345	66 86 18 37
4346	29 49 16 89
4347	63 16 24 67
4348	31 43 3 79
4349	67 6 83 60
4350	51 71 22 31
4351	7 51 88 45
4352	54 37 60 64
4353	32 14 34 26
4354	29 78 76 19
4355	70 35 58 41
4356	60 5 61 71
4357	3 31 28 56
4358	7 29 88 26
4359	11 80 16 24
4360	71 9 38 37
4361	2 86 10 11
4362	2 11 87 69
4363	39 53 19 40
4364	29 10 79 44
4365	68 86 75 31
4366	67 6 63 74
4367	51 17 10 76
4368	73 3 44 57
4369	29 82 15 30
4370	31 59 30 21
4371	30 3 45 58
4372	35 32 66 1
4373	87 27 48 10
4374	26 84 70 34
4375	80 17 45 89
4376	42 55 46 73
4377	41 61 85 33
4378	81 87 24 33
4379	54 59 63 3
4380	18 35 33 19
4381	41 50 48 72
4382	52 69 32 35
4383	82 28 64 44
4384	24 50 37 60
4385	37 38 84 88
4386	77 48 10 37
4387	18 38 22 55
4388	73 21 42 24
4389	22 44 23 11
4390	76 88 50 86
4391	66 1 57 44
4392	23 44 69 35
4393	45 6 4 21
4394	27 41 9 3
4395	52 81 68 35
4396	47 75 46 14
4397	5 39 62 50
4398	8 24 35 61
4399	46 87 68 5
4400	55 67 62 70
4401	68 53 85 82
4402	40 7 16 90
4403	90 14 5 40
4404	30 4 66 88
4405	27 40 29 11
4406	60 52 54 17
4407	27 23 10 75
4408	48 66 25 56
4409	40 14 22 86
4410	62 12 90 14
4411	71 85 90 19
4412	39 11 17 16
4413	44 78 84 53
4414	63 11 41 7
4415	66 6 71 73
4416	38 60 9 62
4417	48 11 60 14
4418	13 33 72 16
4419	61 89 53 72
4420	36 25 28 77
4421	23 70 40 17
4422	72 85 48 78
4423	46 80 57 25
4424	1 20 66 31
4425	49 31 25 47
4426	3 50 5 31
4427	55 39 34 25
4428	19 22 64 74
4429	69 40 59 16
4430	7 90 70 14
4431	61 5 35 28
4432	66 37 29 40
4433	76 68 41 49
4434	72 52 79 73
4435	30 18 58 85
4436	75 32 3 57
4437	87 74 50 29
4438	4 15 38 71
4439	68 70 45 49
4440	55 48 60 45
4441	62 86 50 27
4442	27 49 25 52
4443	86 82 59 30
4444	46 42 41 35
4445	46 79 22 44
4446	43 40 74 80
4447	72 67 85 81
4448	68 89 45 64
4449	63 40 75 31
4450	38 70 84 18
4451	43 76 6 54
4452	85 33 43 17
4453	66 74 51 15
4454	64 40 58 38
4455	20 30 38 9
4456	53 49 61 90
4457	42 49 30 29
4458	54 21 24 3
4459	77 86 67 4
4460	31 25 60 56
4461	33 2 90 73
4462	48 32 30 18
4463	9 60 80 62
4464	76 8 15 41
4465	81 67 24 43
4466	35 81 34 64
4467	81 48 1 16
4468	4 70 49 14
4469	29 70 17 55
4470	19 75 11 27
4471	35 61 44 58
4472	89 29 52 10
4473	6 76 74 23
4474	47 23 53 56
4475	79 47 88 54
4476	49 65 24 35
4477	45 87 7 28
4478	6 63 21 66
4479	49 7 22 65
4480	30 47 5 21
4481	37 71 90 20
4482	61 66 4 75
4483	70 76 80 50
4484	17 43 90 46
4485	51 13 83 8
4486	54 12 87 73
4487	85 83 13 33
4488	32 34 90 1
4489	80 44 82 68
4490	62 40 81 21
4491	77 32 78 41
4492	74 75 69 30
4493	70 89 79 69
4494	59 49 44 63
4495	40 18 36 4
4496	49 36 18 30
4497	65 29 57 12
4498	51 83 34 14
4499	72 2 28 24
4500	54 82 19 78
4501	64 37 38 75
4502	59 40 25 50
4503	8 83 3 54
4504	60 35 68 9
4505	41 11 13 67
4506	13 60 70 73
4507	6 13 39 21
4508	68 70 46 73
4509	38 23 89 42
4510	84 4 72 13
4511	25 12 88 27
4512	46 32 5 7
4513	83 74 45 77
4514	40 52 74 25
4515	33 86 75 5
4516	70 72 17 5
4517	22 28 1 34
4518	68 67 12 58
4519	35 6 89 50
4520	73 71 61 29
4521	26 44 56 12
4522	54 11 88 90
4523	54 65 26 86
4524	17 47 9 18
4525	29 61 27 71
4526	88 52 48 62
4527	86 57 1 18
4528	22 17 49 89
4529	46 63 12 83
4530	44 22 84 42
4531	12 33 48 17
4532	41 46 78 48
4533	12 33 22 69
4534	46 28 45 89
4535	59 75 28 57
4536	65 27 17 43
4537	32 42 18 40
4538	50 32 16 42
4539	7 77 87 88
4540	14 19 34 83
4541	16 81 77 13
4542	60 78 34 67
4543	13 51 8 67
4544	25 13 17 9
4545	65 24 50 44
4546	74 32 14 24
4547	19 10 1 8
4548	78 30 51 22
4549	43 24 41 36
4550	72 71 10 58
4551	27 36 31 39
4552	78 77 37 49
4553	21 77 12 15
4554	69 49 6 11
4555	39 68 52 16
4556	26 33 4 70
4557	39 3 74 44
4558	46 19 38 1
4559	30 28 53 81
4560	62 38 36 31
4561	4 71 1 56
4562	2 69 10 38
4563	23 70 63 15
4564	8 77 21 18
4565	87 65 56 26
4566	52 10 31 58
4567	43 4 28 81
4568	32 68 24 30
4569	77 3 45 73
4570	43 77 63 66
4571	37 70 19 76
4572	70 61 41 87
4573	86 23 58 65
4574	3 52 46 72
4575	59 27 83 10
4576	68 2 81 67
4577	30 4 47 67
4578	2 84 17 49
4579	54 57 18 62
4580	41 62 68 44
4581	75 40 74 39
4582	7 85 38 68
4583	2 51 9 82
4584	77 62 79 4
4585	30 28 32 75
4586	57 38 77 20
4587	7 71 10 19
4588	56 46 1 55
4589	8 73 36 62
4590	56 66 20 42
4591	43 72 82 28
4592	22 30 10 28
4593	63 56 57 51
4594	73 60 56 89
4595	23 32 83 36
4596	7 59 79 71
4597	33 71 39 65
4598	9 60 48 34
4599	63 46 52 44
4600	19 60 79 12
4601	75 10 21 80
4602	44 45 1 19
4603	32 64 78 10
4604	33 18 24 72
4605	13 57 39 82
4606	1 9 16 3
4607	22 40 74 3
4608	16 44 57 48
4609	83 19 71 27
4610	11 2 38 81
4611	23 70 13 84
4612	62 87 32 20
4613	67 34 52 30
4614	36 65 20 24
4615	31 77 19 71
4616	76 65 45 28
4617	59 77 69 27
4618	66 70 29 22
4619	63 13 76 30
4620	61 22 18 35
4621	84 80 11 54
4622	69 42 32 79
4623	83 41 4 23
4624	16 81 18 88
4625	83 85 70 32
4626	82 16 76 18
4627	46 70 4 25
4628	15 17 41 36
4629	21 1 30 8
4630	48 13 59 81
4631	16 32 67 49
4632	14 76 71 60
4633	32 18 19 59
4634	56 70 51 58
4635	81 70 87 67
4636	24 55 81 45
4637	35 5 52 37
4638	61 68 83 80
4639	61 1 66 65
4640	82 25 69 36
4641	35 84 32 72
4642	19 42 61 75
4643	35 43 75 7
4644	56 27 55 71
4645	78 86 64 74
4646	52 82 27 8
4647	18 61 75 29
4648	34 51 83 26
4649	30 64 7 18
4650	17 46 7 49
4651	62 88 36 32
4652	87 39 3 36
4653	3 22 15 1
4654	90 39 33 83
4655	65 7 12 46
4656	67 38 70 35
4657	54 29 50 56
4658	89 29 70 22
4659	44 25 1 39
4660	68 75 17 71
4661	38 52 76 72
4662	33 83 49 72
4663	35 30 83 49
4664	49 58 69 78
4665	52 18 50 75
4666	2 56 71 77
4667	85 61 33 87
4668	83 29 80 37
4669	81 32 77 7
4670	29 30 57 28
4671	20 77 50 19
4672	58 29 60 48
4673	13 57 34 87
4674	12 15 42 81
4675	6 33 35 67
4676	37 83 18 76
4677	17 63 10 74
4678	58 71 18 12
4679	63 86 81 47
4680	76 4 17 82
4681	89 82 87 72
4682	85 7 12 55
4683	58 29 52 38
4684	90 21 16 62
4685	49 60 58 18
4686	46 24 11 1
4687	47 3 75 32
4688	32 11 39 45
4689	1 14 88 12
4690	66 30 60 36
4691	90 59 30 12
4692	56 71 51 66
4693	32 82 37 83
4694	64 77 3 2
4695	23 80 25 14
4696	28 69 67 25
4697	89 53 45 37
4698	85 72 59 66
4699	62 90 2 57
4700	57 90 26 78
4701	62 49 38 48
4702	14 34 90 28
4703	71 6 57 59
4704	81 8 1 63
4705	35 89 76 55
4706	15 27 74 35
4707	6 78 60 3
4708	40 22 87 37
4709	31 24 48 10
4710	68 43 63 28
4711	78 10 11 49
4712	77 73 89 3
4713	15 26 88 58
4714	46 49 68 8
4715	9 79 50 21
4716	33 1 42 37
4717	42 44 89 47
4718	86 17 47 51
4719	64 14 20 8
4720	30 8 87 56
4721	84 39 31 26
4722	33 85 89 27
4723	77 85 1 29
4724	29 21 40 26
4725	64 71 49 85
4726	25 73 39 79
4727	81 36 15 76
4728	27 78 34 5
4729	87 70 52 90
4730	46 78 41 36
4731	13 52 5 38
4732	49 47 73 61
4733	77 18 20 48
4734	19 51 35 65
4735	66 34 54 22
4736	20 10 49 45
4737	72 45 1 18
4738	39 3 34 17
4739	26 73 45 69
4740	6 16 44 45
4741	39 8 34 64
4742	32 83 76 72
4743	80 68 31 50
4744	11 26 4 36
4745	83 74 18 68
4746	50 28 29 14
4747	75 23 39 60
4748	73 21 89 81
4749	20 13 86 14
4750	72 74 3 6
4751	19 73 89 44
4752	2 29 70 54
4753	38 13 72 89
4754	21 12 83 45
4755	57 18 49 30
4756	4 10 14 75
4757	78 52 31 38
4758	27 57 79 56
4759	14 61 64 37
4760	38 13 11 88
4761	39 59 64 22
4762	27 63 84 47
4763	10 25 31 51
4764	47 89 48 22
4765	77 11 68 82
4766	46 15 54 48
4767	19 29 86 89
4768	82 44 43 60
4769	49 60 64 51
4770	45 8 88 3
4771	84 35 72 47
4772	87 43 29 44
4773	34 51 63 72
4774	45 60 9 34
4775	49 50 1 57
4776	77 63 5 56
4777	84 68 27 28
4778	32 81 66 8
4779	27 4 24 18
4780	5 7 19 59
4781	9 28 86 16
4782	10 35 42 61
4783	49 20 44 65
4784	73 22 86 19
4785	55 60 20 43
4786	31 7 52 82
4787	50 81 79 70
4788	52 79 87 21
4789	55 35 5 49
4790	5 83 23 7
4791	48 56 75 53
4792	83 3 25 89
4793	33 54 51 14
4794	72 76 57 49
4795	74 33 48 3
4796	26 16 69 52
4797	27 8 1 65
4798	81 22 49 46
4799	48 7 80 78
4800	67 2 90 66
4801	34 52 43 7
4802	80 65 20 63
4803	44 30 71 55
4804	3 28 46 20
4805	86 28 45 8
4806	34 64 30 77
4807	42 73 26 37
4808	56 3 18 66
4809	9 45 59 81
4810	25 50 46 31
4811	45 3 78 62
4812	54 58 17 30
4813	47 7 86 36
4814	51 59 67 10
4815	69 40 75 50
4816	65 15 30 21
4817	73 82 65 14
4818	76 66 42 19
4819	21 20 18 8
4820	51 20 39 17
4821	20 19 49 70
4822	73 44 47 64
4823	55 82 19 43
4824	69 14 54 86
4825	16 67 38 37
4826	71 17 60 4
4827	90 35 58 28
4828	3 33 61 25
4829	80 28 25 20
4830	82 12 61 66
4831	2 27 53 18
4832	47 63 37 86
4833	43 61 5 63
4834	31 83 34 29
4835	70 48 7 43
4836	57 5 52 46
4837	34 56 90 62
4838	18 50 39 73
4839	65 19 16 71
4840	90 21 85 8
4841	2 75 52 17
4842	9 18 32 66
4843	78 63 18 32
4844	12 44 81 15
4845	4 28 71 49
4846	11 12 37 47
4847	79 30 84 49
4848	10 43 74 13
4849	64 1 26 77
4850	48 8 21 83
4851	20 79 34 63
4852	60 67 47 5
4853	81 50 42 13
4854	39 59 78 58
4855	79 88 3 50
4856	29 35 60 73
4857	71 10 25 59
4858	32 6 76 79
4859	29 39 26 21
4860	44 25 45 84
4861	46 71 11 41
4862	74 35 51 80
4863	67 18 50 76
4864	61 65 18 82
4865	44 49 32 13
4866	80 74 20 49
4867	70 16 25 74
4868	44 45 84 8
4869	21 3 8 2
4870	86 7 25 44
4871	84 13 22 56
4872	25 67 45 79
4873	89 30 11 28
4874	79 78 61 36
4875	75 21 9 31
4876	70 86 42 26
4877	13 86 70 5
4878	28 53 61 37
4879	65 70 69 31
4880	57 64 49 17
4881	75 67 36 2
4882	19 47 20 64
4883	17 21 55 9
4884	1 88 80 18
4885	43 63 87 7
4886	8 25 83 22
4887	5 48 43 76
4888	39 10 15 27
4889	56 1 50 72
4890	80 7 19 67
4891	66 82 70 62
4892	54 22 51 35
4893	19 68 50 89
4894	79 24 40 54
4895	51 12 30 46
4896	82 38 86 56
4897	16 6 65 50
4898	82 86 25 79
4899	51 47 78 65
4900	87 16 3 64
4901	54 77 66 71
4902	84 16 29 31
4903	40 52 31 73
4904	52 78 36 1
4905	40 33 27 56
4906	32 30 46 44
4907	65 3 24 82
4908	89 66 23 36
4909	85 66 19 1
4910	27 69 87 73
4911	8 83 86 67
4912	10 61 27 30
4913	27 86 61 44
4914	68 84 40 18
4915	57 18 35 45
4916	28 54 76 49
4917	69 15 41 81
4918	34 42 5 1
4919	80 45 16 34
4920	37 60 10 15
4921	28 52 27 60
4922	50 90 4 81
4923	69 20 60 72
4924	13 30 55 12
4925	36 16 67 73
4926	4 82 71 40
4927	89 23 56 12
4928	80 84 77 17
4929	45 20 35 47
4930	75 59 63 27
4931	51 30 18 13
4932	87 3 66 65
4933	7 17 87 80
4934	89 39 43 60
4935	57 53 9 59
4936	76 27 85 52
4937	55 15 25 50
4938	51 74 70 87
4939	86 47 45 17
4940	14 68 64 5
4941	6 62 19 1
4942	54 47 73 41
4943	61 46 68 86
4944	40 32 2 10
4945	31 50 84 27
4946	12 56 62 13
4947	59 57 56 17
4948	25 59 74 36
4949	88 64 39 10
4950	35 11 38 17
4951	48 32 88 56
4952	10 33 68 46
4953	62 7 18 77
4954	35 37 49 24
4955	7 84 29 68
4956	51 44 83 31
4957	57 56 46 45
4958	73 42 84 15
4959	81 1 36 49
4960	20 24 56 82
4961	64 24 17 33
4962	55 13 50 78
4963	58 37 22 63
4964	34 79 18 40
4965	47 59 37 12
4966	84 27 79 12
4967	78 67 30 35
4968	55 25 56 90
4969	66 42 79 38
4970	20 48 64 83
4971	34 81 22 63
4972	90 85 79 9
4973	23 1 35 45
4974	73 31 90 40
4975	11 13 75 10
4976	15 55 44 78
4977	78 89 41 75
4978	34 41 49 50
4979	19 50 8 49
4980	31 64 67 82
4981	6 3 40 62
4982	55 13 48 56
4983	64 52 34 26
4984	47 80 7 2
4985	86 42 69 2
4986	21 66 69 42
4987	48 89 32 34
4988	28 18 74 46
4989	56 2 68 62
4990	5 75 20 73
4991	76 67 43 66
4992	74 21 38 25
4993	52 57 50 69
4994	22 75 78 35
4995	33 9 74 4
4996	64 5 61 12
4997	17 9 6 30
4998	47 71 7 19
4999	76 84 53 69
5000	32 19 44 72
5001	16 71 61 26
5002	83 47 78 8
5003	54 30 80 59
5004	23 35 55 34
5005	61 39 34 80
5006	46 54 12 20
5007	51 20 12 82
5008	37 21 26 10
5009	60 29 61 11
5010	50 9 27 74
5011	86 59 80 61
5012	10 42 52 40
5013	80 30 28 77
5014	18 11 6 39
5015	33 89 52 38
5016	45 77 85 39
5017	63 57 40 48
5018	50 87 77 51
5019	44 25 45 24
5020	82 83 55 66
5021	42 24 27 58
5022	49 15 13 84
5023	52 25 65 2
5024	58 38 41 47
5025	90 21 47 6
5026	54 57 73 9
5027	42 57 29 75
5028	75 68 49 1
5029	3 85 57 58
5030	40 43 35 23
5031	36 16 9 27
5032	44 53 67 45
5033	84 39 87 74
5034	82 27 13 36
5035	54 83 74 89
5036	42 47 89 86
5037	47 81 29 74
5038	42 66 12 28
5039	23 27 37 5
5040	51 73 74 37
5041	33 40 86 12
5042	29 40 42 57
5043	33 51 9 1
5044	57 89 26 20
5045	35 42 83 43
5046	4 45 78 77
5047	15 8 14 21
5048	75 68 70 37
5049	29 21 30 4
5050	21 59 90 86
5051	5 78 32 79
5052	70 53 16 71
5053	27 47 14 53
5054	59 5 49 10
5055	90 72 36 25
5056	1 89 41 45
5057	54 27 57 80
5058	78 37 66 65
5059	12 14 88 85
5060	79 14 53 19
5061	31 78 22 45
5062	19 51 74 39
5063	82 48 12 71
5064	16 53 31 90
5065	62 9 88 72
5066	75 19 80 16
5067	81 24 25 18
5068	67 84 55 73
5069	68 34 26 78
5070	86 80 70 36
5071	35 72 59 2
5072	3 6 82 38
5073	58 90 59 50
5074	69 8 66 4
5075	78 54 58 34
5076	12 44 24 58
5077	55 89 29 39
5078	64 56 6 44
5079	14 41 64 32
5080	16 70 86 72
5081	42 2 84 60
5082	59 58 51 1
5083	18 17 60 51
5084	71 89 24 35
5085	23 8 36 75
5086	57 51 30 17
5087	66 13 9 71
5088	73 32 62 10
5089	52 80 3 67
5090	34 58 48 62
5091	9 87 49 5
5092	20 71 29 39
5093	77 5 29 14
5094	27 46 14 9
5095	86 41 26 3
5096	54 77 88 31
5097	19 56 61 26
5098	68 67 40 48
5099	78 35 65 85
5100	17 89 57 60
5101	30 32 4 72
5102	21 8 74 67
5103	84 61 76 82
5104	20 52 14 54
5105	17 90 82 5
5106	74 81 79 27
5107	85 20 40 58
5108	65 60 25 32
5109	5 56 49 7
5110	38 42 77 67
5111	3 30 20 12
5112	25 72 84 50
5113	55 13 34 35
5114	57 90 39 4
5115	49 27 63 66
5116	41 17 24 13
5117	27 52 8 59
5118	79 45 22 84
5119	63 23 58 89
5120	31 26 54 47
5121	2 35 44 14
5122	36 32 57 60
5123	74 69 35 33
5124	17 20 88 38
5125	56 11 83 75
5126	80 74 13 22
5127	39 12 66 63
5128	86 42 32 63
5129	80 74 24 61
5130	43 58 69 38
5131	25 59 56 88
5132	75 1 7 53
5133	27 29 87 25
5134	54 70 47 13
5135	72 64 7 60
5136	75 77 39 34
5137	53 34 28 56
5138	36 84 15 37
5139	32 13 77 20
5140	36 18 67 87
5141	62 44 21 68
5142	53 73 85 58
5143	83 1 6 84
5144	24 20 3 51
5145	28 64 62 47
5146	76 56 42 44
5147	5 77 47 21
5148	53 50 11 9
5149	34 37 74 52
5150	23 40 4 77
5151	28 72 51 43
5152	31 54 24 89
5153	15 58 9 71
5154	38 31 80 17
5155	33 49 62 70
5156	66 32 21 46
5157	30 84 70 29
5158	78 40 48 14
5159	11 26 42 45
5160	42 84 3 23
5161	56 81 26 25
5162	72 33 68 9
5163	87 15 42 84
5164	46 83 75 55
5165	29 49 34 80
5166	65 72 64 7
5167	1 61 54 40
5168	60 42 79 52
5169	23 8 58 14
5170	83 41 74 86
5171	86 78 39 31
5172	66 23 11 69
5173	25 73 88 16
5174	67 54 8 24
5175	60 29 17 86
5176	69 77 28 61
5177	33 37 64 16
5178	9 8 43 37
